,3.48833,72.863
EUN,27.1517,-13.2192
EUQ,10.766,121.933
EUX,17.4965,-62.9794
EVE,68.4913,16.6781
EVG,62.0478,14.4229
EVKA,56.5347,25.8925
EVN,40.1473,44.3959
EVRC,56.8833,24.2267
EVTA,56.9422,23.2239
EVV,38.037,-87.5324
EVW,41.2748,-111.035
EVX,49.0287,1.21986
EWB,41.6761,-70.9569
EWK,38.0582,-97.2745
EWN,35.073,-77.0429
EWR,40.6925,-74.1687
EXT,50.7344,-3.41389
EYK,63.6869,66.6986
EYKD,55.3117,23.9564
EYKS,54.8798,23.8815
EYP,5.31911,-72.384
EYVP,54.4848,24.9874
EYW,24.5561,-81.7596
EZE,-34.8222,-58.5358
EZS,38.6069,39.2914
EZV,63.921,65.0305
FA08,28.167,-81.8081
FA54,26.8545,-82.2512
FAA,10.0355,-10.7698
FAAN,-30.68,26.73
FAB,51.2758,-0.776333
FABB,-26.2386,28.3018
FABM,-28.2484,28.3361
FABO,-27.3668,26.6292
FABR,-34.665,20.0628
FABS,-25.5323,27.7759
FAC,-16.6867,-145.329
FACO,-29.9064,22.3167
FACV,-31.5003,19.7259
FADW,0,0
FAE,62.0636,-7.27722
FAEO,-26.4956,29.9798
FAF,37.1325,-76.6088
FAGR,-32.1936,24.5414
FAGT,-33.2847,26.4981
FAGY,-29.122,30.5867
FAH,32.367,62.183
FAHA,-28.0787,26.8612
FAHV,-30.5622,25.5283
FAI,64.8151,-147.856
FAJ,18.3089,-65.6619
FAKR,-26.0808,27.7259
FAKS,-27.6606,27.3158
FALI,-26.1757,26.1846
FALM,-23.1599,29.6965
FAMB,-25.6848,29.4402
FAMI,-24.9891,29.2831
FAMJ,-27.0793,29.7785
FAMS,-25.7045,26.909
FAN,58.0995,6.62605
FANY,-24.6861,28.4349
FAO,37.0144,-7.96591
FAPI,-23.9261,29.4844
FAPY,-26.8893,27.5034
FAR,46.9207,-96.8158
FARG,-25.6443,27.2711
FASD,-32.9641,17.9693
FASI,-26.2494,28.3983
FASK,-25.8097,28.1646
FASX,-34.0482,20.4746
FAT,36.7762,-119.718
FATF,-28.26,22.9932
FATP,-29.0329,26.1576
FATT,-26.7766,29.3388
FATW,-27.205,22.4819
FAV,-16.0541,-145.657
FAVV,-26.5664,27.9608
FAWI,-25.8323,29.192
FAWM,-27.9968,26.6633
FAY,34.9912,-78.8803
FAYP,-33.9002,18.4983
FAZ,28.8918,53.7233
FAZR,-25.599,26.0423
FBA,-2.53261,-66.0832
FBCO,-19.1311,23.1025
FBD,37.1211,70.5181
FBDT,-19.5323,23.0925
FBE,-26.0592,-53.0635
FBG,35.1318,-78.9367
FBHU,-19.2765,22.4756
FBK,64.8375,-147.614
FBM,-11.5913,27.5309
FBR,41.3919,-110.407
FBU,59.8958,10.6172
FBVM,-18.9554,22.8145
FCA,48.3105,-114.256
FCB,-28.8231,27.9089
FCM,44.8272,-93.4571
FCN,53.7677,8.6585
FCO,41.8003,12.2389
FCS,38.6784,-104.757
FDF,14.591,-61.0032
FDH,47.6713,9.51149
FDO,-34.4532,-58.5896
FDU,-3.31132,17.3817
FDY,41.0135,-83.6687
FEG,40.3588,71.745
FEL,48.2056,11.2669
FEN,-3.85493,-32.4233
FET,41.4491,-96.5202
FEZ,33.9273,-4.97796
FFA,36.0182,-75.6713
FFD,51.6822,-1.79003
FFO,39.8261,-84.0483
FFT,38.1825,-84.9047
FFU,-43.1892,-71.8511
FGI,-13.8487,-171.74
FGU,-15.8199,-140.887
FHU,31.5885,-110.344
FIE,59.5358,-1.62806
FIG,10.3506,-13.5692
FIH,-4.38575,15.4446
FIK,-25.5947,134.583
FIZ,-18.1819,125.559
FJR,25.1122,56.324
FKB,48.7794,8.0805
FKI,0.481639,25.338
FKJ,36.1428,136.224
FKL,41.3779,-79.8604
FKQ,-2.92019,132.267
FKS,37.2274,140.431
FLA,1.58919,-75.5644
FLB,-6.84639,-43.0773
FLD,43.7712,-88.4884
FLF,54.7733,9.37889
FLG,35.1385,-111.671
FLL,26.0726,-80.1527
FLLC,-15.4138,28.3307
FLN,-27.6703,-48.5525
FLO,34.1854,-79.7239
FLP,36.2909,-92.5903
FLR,43.81,11.2051
FLS,-40.0917,147.993
FLV,39.3683,-94.9147
FLW,39.4553,-31.1314
FLZ,1.55594,98.8889
FMA,-26.2127,-58.2281
FME,39.0854,-76.7594
FMH,41.6584,-70.5214
FMI,-5.87556,29.25
FMM,47.9888,10.2395
FMN,36.7412,-108.23
FMNJ,-13.6457,48.4594
FMO,52.1346,7.68483
FMY,26.5866,-81.8633
FNA,8.61644,-13.1955
FNB,53.6022,13.306
FNC,32.6979,-16.7745
FNI,43.7574,4.41635
FNJ,39.2241,125.67
FNL,40.4518,-105.011
FNLB,-12.3712,13.5366
FNR,58.2544,-134.898
FNT,42.9654,-83.7436
FNU,39.8953,8.64266
FOC,25.9351,119.663
FOD,42.5515,-94.1926
FOE,38.9509,-95.6636
FOG,41.4329,15.535
FOK,40.8437,-72.6318
FOM,5.63692,10.7508
FON,10.478,-84.6345
FOR,-3.77628,-38.5326
FOS,-30.8381,128.115
FPO,26.5587,-78.6956
FPR,27.4951,-80.3683
FQMR,-13.2251,37.5521
FQSG,-15.6027,32.7732
FQUG,-14.7046,34.3524
FRA,50.0333,8.57056
FRB,-33.3636,147.935
FRC,-20.5922,-47.3829
FRD,48.522,-123.024
FRE,-8.1075,159.577
FRG,40.7288,-73.4134
FRI,39.0553,-96.7645
FRJ,43.4175,6.7357
FRL,44.1948,12.0701
FRN,61.2664,-149.653
FRO,61.5836,5.02472
FRS,16.9138,-89.8664
FRU,43.0613,74.4776
FRW,-21.1596,27.4745
FRY,43.9911,-70.9479
FRZ,51.1146,9.286
FSAL,-7.00478,52.7262
FSAS,-9.74222,46.5068
FSC,41.5006,9.09778
FSD,43.582,-96.7419
FSFA,-10.1096,51.1761
FSI,34.6498,-98.4022
FSM,35.3366,-94.3674
FSP,46.7629,-56.1731
FSS,57.6494,-3.56064
FSSC,-7.13457,56.2782
FST,30.9157,-102.916
FTA,-19.5164,170.232
FTE,-50.2803,-72.0531
FTI,-14.2172,-169.425
FTK,37.9071,-85.9721
FTU,-25.0381,46.9561
FTW,32.8198,-97.3624
FTX,-0.53135,15.9501
FTY,33.7791,-84.5214
FUE,28.4527,-13.8638
FUG,32.8822,115.734
FUJ,32.6663,128.833
FUK,33.5859,130.451
FUL,33.872,-117.98
FUN,-8.525,179.196
FUO,23.0833,113.07
FUT,-14.3114,-178.066
FVCP,-17.7516,30.9247
FVMN,-15.7687,29.3856
FVMT,-17.4319,32.1845
FVSH,-20.2895,30.0882
FVSV,-17.917,25.817
FWA,40.9785,-85.1951
FWH,32.7692,-97.4415
FXE,26.1973,-80.1707
FXMN,-29.5461,28.271
FXMU,-29.3041,27.5035
FXO,-14.815,36.53
FYGK,-24.63,15.9392
FYJ,48.1995,134.366
FYML,-24.6054,17.9254
FYN,46.8042,89.512
FYT,17.9171,19.1111
FYU,66.5715,-145.25
FYV,36.0051,-94.1701
FZAI,-5.91806,12.4477
FZCF,-7.333,19.017
FZO,51.5194,-2.59083
FZOK,-4.533,26.617
FZWE,-6.983,23.083
GA04,33.3657,-84.1652
GA46,33.3809,-84.801
GABG,11.45,-7.517
GAD,33.9726,-86.089
GAE,33.8769,10.1033
GAF,34.422,8.8225
GAH,-25.6144,151.619
GAI,39.1683,-77.166
GAJ,38.4119,140.371
GAL,64.7362,-156.937
GAM,63.7668,-171.733
GAN,-0.693342,73.1556
GAO,20.0853,-75.1583
GAQ,16.2484,-0.005456
GAS,-0.463508,39.6483
GATS,20.243,0.977308
GAU,26.1061,91.5859
GAY,24.7443,84.9512
GBA,51.6681,-2.05694
GBB,40.8267,47.7125
GBD,38.3443,-98.8592
GBE,-24.5552,25.9182
GBG,40.938,-90.4311
GBJ,15.8687,-61.27
GBK,7.767,-12.383
GBT,36.9094,54.4013
GBZ,-36.2414,175.472
GCC,44.3489,-105.539
GCH,30.3376,50.828
GCI,49.435,-2.60197
GCJ,-25.9863,28.1401
GCK,37.9275,-100.724
GCM,19.2928,-81.3577
GCN,35.9524,-112.147
GDC,34.7583,-82.3764
GDE,5.93513,43.5786
GDL,20.5218,-103.311
GDN,54.3776,18.4662
GDO,7.23333,-70.8
GDQ,12.5199,37.434
GDT,21.4445,-71.1423
GDV,47.1387,-104.807
GDW,43.9706,-84.475
GDX,59.911,150.72
GDZ,44.5821,38.0125
GEA,-22.2583,166.473
GEC,35.2359,33.7244
GED,38.6892,-75.3589
GEG,47.6199,-117.534
GEL,-28.2817,-54.1691
GEO,6.49855,-58.2541
GER,21.8347,-82.7838
GES,6.058,125.096
GET,-28.7961,114.707
GEV,67.1324,20.8146
GEX,-38.225,144.333
GFF,-34.2508,146.067
GFK,47.9493,-97.1761
GFL,43.3412,-73.6103
GFN,-29.7594,153.03
GFO,6.35886,-58.6552
GFR,48.8831,-1.56417
GFY,-19.6022,18.1227
GGCF,11.2879,-15.1805
GGE,33.3117,-79.3196
GGG,32.384,-94.7115
GGM,0.271342,34.7873
GGS,-48.7831,-70.15
GGT,23.5626,-75.878
GGW,48.2125,-106.615
GHA,32.3841,3.79411
GHB,25.2847,-76.331
GHC,25.7383,-77.8401
GHF,49.6481,9.96649
GHT,25.1456,10.1426
GHU,-33.0103,-58.6131
GIB,36.1512,-5.34966
GIC,-9.23278,142.218
GID,-3.41721,29.9113
GIF,28.0629,-81.7533
GIG,-22.81,-43.2506
GII,11.433,-9.167
GIL,35.9188,74.3336
GIR,4.27624,-74.7967
GIS,-38.6633,177.978
GIT,-2.81367,32.1725
GIU,7.95667,80.7285
GIZ,16.9011,42.5858
GJA,16.4454,-85.9066
GJL,36.7951,5.87361
GJM,-10.7864,-65.2848
GJR,65.9953,-21.3269
GJT,39.1224,-108.527
GKA,-6.08169,145.392
GKE,50.9608,6.04242
GKK,0.7324,73.4336
GKL,-23.1833,150.942
GKN,62.1549,-145.457
GLA,55.8719,-4.43306
GLD,39.3706,-101.699
GLF,8.65401,-83.1822
GLH,33.4829,-90.9856
GLI,-29.675,151.689
GLK,6.78083,47.4547
GLO,51.8942,-2.16722
GLR,45.0135,-84.7036
GLS,29.2653,-94.8604
GLT,-23.8697,151.223
GLU,26.8846,90.4641
GLV,64.5505,-163.007
GLW,37.0318,-85.9537
GLZ,51.5674,4.93183
GMA,3.23537,19.7713
GMB,8.12876,34.5631
GMD,33.6554,-7.22145
GME,52.527,31.0167
GMFI,33.5053,-5.1529
GMFU,34.0081,-4.96556
GML,50.6035,30.1919
GMO,10.2983,10.8964
GMP,37.5583,126.791
GMQ,34.4181,100.301
GMR,-23.0799,-134.89
GMU,34.8479,-82.35
GMV,37.0167,-110.201
GMZ,28.0296,-17.2146
GNA,53.602,24.0538
GNB,45.3629,5.32937
GND,12.0042,-61.7862
GNI,22.6739,121.466
GNM,-14.2082,-42.7461
GNR,-39.0007,-67.6205
GNS,1.16638,97.7047
GNT,35.1673,-107.902
GNV,29.6901,-82.2718
GNY,37.4457,38.8956
GNZ,-21.6925,21.6581
GOA,44.4133,8.8375
GOB,7.11606,40.0463
GOH,64.1909,-51.6781
GOI,15.3808,73.8314
GOJ,56.2301,43.784
GOM,-1.67081,29.2385
GON,41.3301,-72.0451
GOO,-28.5214,150.32
GOP,26.7397,83.4497
GOQ,36.4006,94.7861
GOR,8.1614,35.5529
GOT,57.6628,12.2798
GOU,9.33589,13.3701
GOV,-12.2694,136.818
GOZ,43.1514,25.7129
GPA,38.1511,21.4256
GPB,-25.3875,-51.5202
GPI,2.57013,-77.8986
GPL,10.2172,-83.797
GPN,-11.4025,130.422
GPO,-35.6962,-63.7583
GPS,-0.453758,-90.2659
GPT,30.4073,-89.0701
GPZ,47.2111,-93.5098
GQPT,25.2367,-11.5887
GQQ,40.7534,-82.7238
GRB,44.4851,-88.1296
GRF,47.0792,-122.581
GRI,40.9675,-98.3096
GRJ,-34.0056,22.3789
GRK,31.0672,-97.8289
GRM,47.8383,-90.3829
GRO,41.901,2.76055
GRP,-11.7396,-49.1322
GRQ,53.1197,6.57944
GRR,42.8808,-85.5228
GRS,42.7597,11.0719
GRU,-23.4356,-46.4731
GRW,39.0922,-28.0298
GRX,37.1887,-3.77736
GRY,66.5458,-18.0173
GRZ,46.9911,15.4396
GSB,35.3394,-77.9606
GSE,57.7747,11.8704
GSI,4.28583,-54.3731
GSJ,13.9362,-90.8358
GSO,36.0978,-79.9373
GSP,34.8957,-82.2189
GSQ,22.5857,28.7166
GST,58.4253,-135.707
GTE,-13.975,136.46
GTF,47.482,-111.371
GTI,54.3833,13.3256
GTN,-43.9067,170.128
GTO,0.637119,122.85
GTR,33.4503,-88.5914
GUA,14.5833,-90.5275
GUB,28.0261,-114.024
GUC,38.5339,-106.933
GUF,30.2905,-87.6718
GUH,-30.9611,150.251
GUI,10.5741,-62.3127
GUJ,-22.7916,-45.2048
GUKR,10.651,-14.5336
GUL,-34.8103,149.726
GUM,13.4834,144.796
GUP,35.5111,-108.789
GUQ,9.02694,-69.7551
GUR,-10.3115,150.334
GUS,40.6481,-86.1521
GUT,51.9228,8.30633
GUU,64.9914,-23.2247
GUW,47.1219,51.8214
GUX,24.6547,77.3473
GUY,36.6851,-101.508
GUZ,-20.6465,-40.4919
GVA,46.2381,6.10895
GVL,34.2726,-83.8302
GVN,48.927,140.034
GVR,-18.8952,-41.9822
GVT,33.0678,-96.0653
GVX,60.5933,16.9514
GWD,25.2333,62.3295
GWE,-19.4364,29.8619
GWL,26.2933,78.2278
GWO,33.4943,-90.0847
GWT,54.9132,8.34047
GWY,53.3002,-8.94159
GXF,15.9661,48.7883
GXG,-7.75451,15.2877
GXH,34.8105,102.645
GXQ,-45.5942,-72.1061
GXY,40.4374,-104.633
GYA,-10.8206,-65.3456
GYD,40.4675,50.0467
GYE,-2.15742,-79.8836
GYG,62.1035,129.545
GYI,-1.6772,29.2589
GYL,-16.6369,128.451
GYM,27.969,-110.925
GYN,-16.632,-49.2207
GYR,33.4225,-112.376
GYS,32.3911,105.702
GYU,36.0789,106.217
GYY,41.6163,-87.4128
GZA,31.2464,34.2761
GZI,33.5312,68.4129
GZM,36.0272,14.2728
GZO,-8.09778,156.864
GZP,36.2992,32.3006
GZT,36.9472,37.4787
GZW,36.2401,50.0471
HAA,70.4867,22.1397
HAAL,9.00369,38.7255
HAC,33.115,139.786
HAD,56.6911,12.8202
HAF,37.5134,-122.501
HAH,-11.5337,43.2719
HAJ,52.4611,9.68508
HAK,19.9349,110.459
HAM,53.6304,9.98823
HAN,21.2212,105.807
HAO,39.3638,-84.522
HAQ,6.74423,73.1705
HAR,40.2171,-76.8515
HAS,27.4379,41.6863
HAU,59.3453,5.20836
HAV,22.9892,-82.4091
HAW,51.8331,-4.96111
HBA,-42.8361,147.51
HBE,30.9177,29.6964
HBG,31.2648,-89.2528
HBR,34.9913,-99.0513
HBX,15.3617,75.0849
HCJ,24.805,107.7
HCN,22.0411,120.73
HCQ,-18.2339,127.67
HCR,62.1883,-159.775
HCW,34.7129,-79.957
HDD,25.3181,68.3661
HDE,40.4521,-99.3365
HDF,53.8787,14.1523
HDG,36.5258,114.426
HDH,21.5795,-158.197
HDI,35.2201,-84.8324
HDM,34.8692,48.5525
HDN,40.4812,-107.218
HDR,27.1583,56.1725
HDS,-24.3686,31.0487
HDY,6.93321,100.393
HEA,34.21,62.2283
HEAZ,30.0918,31.36
HEBS,29.2083,31.0166
HEGS,30.8198,30.1912
HEH,20.747,96.792
HEI,54.1533,8.90167
HEK,50.1716,127.309
HEL,60.3172,24.9633
HEM,60.2546,25.0428
HER,35.3397,25.1803
HET,40.8514,111.824
HEW,37.8933,23.7261
HEX,18.4697,-69.9694
HFA,32.8094,35.0431
HFD,41.7367,-72.6494
HFE,31.78,117.298
HFN,64.2956,-15.2272
HFS,60.0201,13.5789
HFT,70.6797,23.6686
HGA,9.51817,44.0888
HGD,-20.815,144.225
HGE,10.4625,-66.0928
HGH,30.2295,120.434
HGI,10.5292,32.5006
HGL,54.1853,7.91583
HGN,19.3013,97.9758
HGO,9.38718,-5.55666
HGR,39.7079,-77.7295
HGS,8.39713,-13.1291
HGU,-5.82679,144.296
HHE,40.5564,141.466
HHH,32.2244,-80.6975
HHI,21.4835,-158.04
HHN,49.9487,7.26389
HHP,22.2894,114.152
HHQ,12.6362,99.9515
HHR,33.9228,-118.335
HHZ,-17.5447,-142.614
HIA,33.7908,119.125
HIB,47.3866,-92.839
HID,-10.5864,142.29
HIF,41.124,-111.973
HII,34.5711,-114.358
HIJ,34.4361,132.919
HIM,8.04981,80.9814
HIN,35.0886,128.072
HIO,45.5404,-122.95
HIR,-9.428,160.055
HIW,34.3669,132.414
HJJ,27.4411,109.7
HJR,24.8172,79.9186
HKBA,0.457085,34.1303
HKBR,-1.1,39.95
HKBU,0.576208,34.5535
HKD,41.77,140.822
HKEM,-0.57327,37.4973
HKG,22.3089,113.915
HKGT,0.533333,38.5167
HKHB,-0.6,34.467
HKIS,0.338171,37.5917
HKK,-42.7136,170.985
HKKE,-1.583,35.25
HKN,-5.46217,150.405
HKNV,-0.787953,36.4335
HKRE,-1.27727,36.8623
HKT,8.1132,98.3169
HKY,35.7411,-81.3895
HLA,-25.9385,27.9261
HLD,49.205,119.825
HLE,-15.9577,-5.64594
HLF,57.5258,15.8233
HLFL,28.7954,22.0809
HLG,40.175,-80.6463
HLGL,28.6385,21.438
HLH,46.1953,122.008
HLI,36.8933,-121.41
HLJ,56.0706,23.5581
HLN,46.6068,-111.983
HLNF,30.5,18.5272
HLP,-6.26661,106.891
HLR,31.1387,-97.7145
HLRA,29.4726,17.9349
HLT,-37.6489,142.065
HLZ,-37.8667,175.332
HLZA,28.5899,17.2939
HMA,61.0285,69.0861
HMB,26.3428,31.7428
HME,31.673,6.14044
HMG,-23.93,132.805
HMI,42.8414,93.6692
HMJ,49.3597,26.9334
HMN,32.8525,-106.107
HMO,29.0959,-111.048
HMR,60.8181,11.068
HMV,65.8061,15.0828
HMY,36.704,126.486
HNA,39.4286,141.135
HND,35.5523,139.78
HNH,58.0961,-135.41
HNL,21.3206,-157.924
HNM,20.7956,-156.014
HNS,59.2438,-135.524
HNY,26.9053,112.628
HOA,-1.522,40.004
HOB,32.6875,-103.217
HOD,14.753,42.9763
HOE,20.2573,100.437
HOF,25.2853,49.4852
HOG,20.7856,-76.3151
HOH,47.385,9.7
HOI,-18.0748,-140.946
HOK,-18.3367,130.638
HOM,59.6456,-151.477
HON,44.3852,-98.2285
HOP,36.6686,-87.4962
HOQ,50.2886,11.8564
HOR,38.5199,-28.7159
HOS,-37.4447,-70.2225
HOT,34.478,-93.0962
HOU,29.6454,-95.2789
HOV,62.18,6.0741
HOX,24.8996,94.914
HPA,-19.777,-174.341
HPB,61.5239,-166.147
HPG,31.626,110.34
HPH,20.8194,106.725
HPN,41.067,-73.7076
HQM,46.9712,-123.937
HRB,45.6234,126.25
HRE,-17.9318,31.0928
HRG,27.1783,33.7994
HRI,6.28447,81.1241
HRK,49.9248,36.29
HRL,26.2285,-97.6544
HRM,32.9304,3.31154
HRO,36.2615,-93.1547
HRS,-28.2351,29.1062
HRT,54.0489,-1.25275
HSAW,8.767,27.4
HSG,33.1497,130.302
HSH,35.9728,-115.134
HSK,42.0761,-0.316667
HSL,65.6979,-156.351
HSM,-36.6697,142.173
HSN,29.9342,122.362
HSRN,11.8325,32.8105
HSS,29.1794,75.7553
HST,25.4886,-80.3836
HSTR,4.4,32.583
HSV,34.6372,-86.7751
HSYE,4.13028,30.7281
HSZ,24.818,120.939
HTA,52.0263,113.306
HTG,71.9781,102.491
HTI,-20.3581,148.952
HTL,44.3598,-84.6711
HTMB,-8.91944,33.4639
HTMG,-6.79722,37.6531
HTMP,-6.35537,31.0841
HTMR,-7.68481,34.9223
HTN,37.0385,79.8649
HTR,24.0589,123.806
HTS,38.3667,-82.558
HTT,38.202,90.8415
HTU,-35.7153,142.36
HTV,30.7469,-95.5872
HTWK,-3.05,37
HTY,36.3628,36.2822
HUA,34.6787,-86.6848
HUE,14.25,36.583
HUF,39.4515,-87.3076
HUH,-16.6872,-151.022
HUI,16.4015,107.703
HUKB,-1.22611,29.96
HUKD,3.7176,33.7487
HUKI,-1.2837,29.7197
HUKJ,0.1968,32.553
HUKO,2.953,34.1232
HUKT,3.2817,32.8882
HUL,46.1231,-67.7921
HUN,24.0231,121.618
HUO,45.4872,119.407
HUPA,2.2,31.55
HUQ,29.1101,15.9656
HUS,66.0411,-154.263
HUT,38.0655,-97.8606
HUU,-9.87881,-76.2048
HUV,61.7681,17.0807
HUW,-7.53212,-63.0721
HUX,15.7753,-96.2626
HUY,53.5744,-0.350833
HUZ,23.05,114.6
HVA,-14.6297,47.7638
HVB,-25.3189,152.88
HVD,47.9541,91.6282
HVG,71.0097,25.9836
HVN,41.2637,-72.8868
HVR,48.543,-109.762
HVS,34.4031,-80.1192
HWD,37.6592,-122.122
HWN,-18.6299,27.021
HWO,26.0012,-80.2407
HXD,37.1253,97.2687
HXX,-34.5314,144.83
HYA,41.6693,-70.2804
HYC,51.6117,-0.808333
HYD,17.2313,78.4299
HYG,55.2063,-132.828
HYN,28.5622,121.429
HYR,46.0252,-91.4443
HYS,38.8422,-99.2732
HYV,60.6544,24.8811
HZB,50.6184,2.64224
HZG,33.1341,107.206
HZH,26.3222,109.15
HZK,65.9523,-17.426
HZL,40.9868,-75.9949
HZP,57.3817,-111.701
IAA,67.4372,86.6219
IAB,37.6219,-97.2682
IAD,38.9445,-77.4558
IAG,43.1073,-78.9462
IAH,29.9844,-95.3414
IAM,28.0515,9.64291
IAN,66.976,-160.437
IAO,9.8591,126.014
IAR,57.5607,40.1574
IAS,47.1785,27.6206
IBA,7.36246,3.97833
IBB,-0.942628,-90.953
IBE,4.42161,-75.1333
IBP,-11.4116,-69.4887
IBR,36.1811,140.415
IBZ,38.8729,1.37312
ICC,10.7944,-63.9816
ICI,-17.7433,-179.342
ICK,5.95556,-57.0394
ICN,37.4691,126.451
ICT,37.6499,-97.4331
IDA,43.5146,-112.071
IDP,37.1584,-95.7784
IDR,22.7218,75.8011
IDY,46.7186,-2.39111
IEG,52.1385,15.7986
IEJ,26.722,127.785
IES,51.2936,13.3561
IEV,50.4019,30.4519
IFH,32.9289,51.5611
IFJ,66.0581,-23.1353
IFL,-17.5594,146.012
IFN,32.7508,51.8613
IFO,48.8842,24.6861
IFU,5.7083,73.025
IGA,20.975,-73.6669
IGB,-41.3209,-69.5749
IGD,39.9766,43.8766
IGG,59.324,-155.902
IGL,38.513,27.0101
IGR,-25.7373,-54.4734
IGS,48.7157,11.534
IGT,43.3223,45.0126
IGU,-25.6003,-54.485
IHC,-25.9971,32.9294
IHR,27.2361,60.72
IIA,53.093,-9.56806
IIL,33.5866,46.4048
IJK,56.8281,53.4575
IKA,35.4161,51.1522
IKB,36.2228,-81.0983
IKI,33.749,129.785
IKK,41.0714,-87.8463
IKL,-1.04811,23.3725
IKO,52.9416,-168.849
IKS,71.6977,128.903
IKT,52.268,104.389
IKU,42.5879,76.713
ILA,-3.97648,137.623
ILD,41.7282,0.535023
ILF,56.0614,-95.6139
ILG,39.6787,-75.6065
ILI,59.7544,-154.911
ILM,34.2706,-77.9026
ILN,39.4279,-83.7921
ILO,10.833,122.493
ILP,-22.5889,167.456
ILQ,-17.695,-71.344
ILR,8.44021,4.49392
ILU,-2.91061,38.0652
ILY,55.6819,-6.25667
ILZ,49.2315,18.6135
IMB,5.70811,-60.2942
IMF,24.76,93.8967
IMK,29.9711,81.8189
IMM,26.4332,-81.401
IMP,-5.53129,-47.46
IMT,45.8184,-88.1145
INA,66.0548,60.1103
IND,39.7173,-86.2944
ING,-50.3361,-72.2486
INH,-23.8764,35.4085
INI,43.3373,21.8537
INK,31.7796,-103.201
INL,48.5662,-93.4031
INN,47.2602,11.344
INO,-1.94722,18.2858
INQ,53.0647,-9.5109
INS,36.5872,-115.673
INT,36.1337,-80.222
INU,-0.547458,166.919
INV,57.5425,-4.0475
INW,35.0219,-110.723
INZ,27.251,2.51202
IOA,39.6964,20.8225
IOM,54.0833,-4.62389
ION,1.617,18.067
IOR,53.1067,-9.65361
IOS,-14.816,-39.0332
IOW,41.6392,-91.5465
IPA,-18.8564,169.283
IPC,-27.1648,-109.422
IPH,4.56797,101.092
IPI,0.861925,-77.6718
IPL,32.8342,-115.579
IPN,-19.4707,-42.4876
IPT,41.2418,-76.9211
IQA,33.7856,42.4412
IQM,38.2336,85.4656
IQN,35.7997,107.603
IQQ,-20.5352,-70.1813
IQT,-3.78474,-73.3088
IRA,-10.4497,161.898
IRB,30.9057,-101.892
IRC,65.8305,-144.076
IRD,24.1525,89.0494
IRG,-12.7869,143.305
IRI,-7.66863,35.7521
IRJ,-29.3816,-66.7958
IRK,40.0935,-92.5449
IRP,2.82761,27.5883
IRZ,-0.3786,-64.9923
ISA,-20.6639,139.489
ISB,33.5607,72.8516
ISC,49.9133,-6.29167
ISE,37.8554,30.3684
ISG,24.3964,124.245
ISJ,21.245,-86.74
ISK,20.1191,73.9129
ISL,40.9769,28.8146
ISM,28.2898,-81.4371
ISN,48.1779,-103.642
ISO,35.3314,-77.6088
ISP,40.7952,-73.1002
IST,41.2753,28.7519
ISU,35.5617,45.3167
ISW,44.3603,-89.839
ITA,-3.12726,-58.4812
ITB,-4.24234,-56.0007
ITH,42.491,-76.4584
ITM,34.7855,135.438
ITO,19.7214,-155.048
ITP,-21.2193,-41.8759
ITR,-18.4447,-49.2134
IUE,-19.079,-169.926
IVA,-13.4848,48.6327
IVC,-46.4124,168.313
IVL,68.6073,27.4053
IVR,-29.8883,151.144
IWA,56.9394,40.9408
IWJ,34.6764,131.79
IWK,34.1439,132.236
IWO,24.784,141.323
IWS,29.8182,-95.6726
IXA,23.887,91.2404
IXB,26.6812,88.3286
IXC,30.6735,76.7885
IXD,25.4401,81.7339
IXE,12.9613,74.8901
IXG,15.8593,74.6183
IXH,24.3082,92.0072
IXI,27.2955,94.0976
IXJ,32.6891,74.8374
IXK,21.3171,70.2704
IXL,34.1359,77.5465
IXM,9.83451,78.0934
IXP,32.2336,75.6344
IXR,23.3143,85.3217
IXS,24.9129,92.9787
IXT,28.0661,95.3356
IXU,19.8627,75.3981
IXV,28.1753,94.802
IXW,22.8132,86.1688
IXY,23.1127,70.1003
IXZ,11.6412,92.7297
IYK,35.6588,-117.83
IZA,-21.5131,-43.1731
IZO,35.4136,132.89
IZT,16.4493,-95.0937
JAA,34.3998,70.4986
JAB,-12.6583,132.893
JAC,43.6073,-110.738
JAD,-32.0975,115.881
JAE,-5.59248,-78.774
JAF,9.79233,80.0701
JAG,28.2842,68.4497
JAI,26.8242,75.8122
JAK,18.2411,-72.5185
JAL,19.4751,-96.7975
JAM,42.4549,26.3522
JAN,32.3112,-90.0759
JAP,9.98141,-84.7727
JAR,28.5867,53.5791
JAS,30.8857,-94.0349
JAU,-11.7831,-75.4734
JAV,69.2432,-51.0571
JAX,30.4941,-81.6879
JBQ,18.5725,-69.9856
JBR,35.8317,-90.6464
JCB,-27.1714,-51.5533
JCH,68.8228,-51.1734
JCI,38.8309,-94.8903
JCK,-20.6683,141.723
JCR,-6.23316,-57.7769
JCT,30.5113,-99.7635
JDF,-21.7915,-43.3868
JDG,33.3996,126.712
JDH,26.2511,73.0489
JDO,-7.21896,-39.2701
JDZ,29.3386,117.176
JED,21.6796,39.1565
JEE,18.6631,-74.1703
JEF,38.5912,-92.1561
JEG,68.7218,-52.7847
JER,49.2079,-2.19551
JFK,40.6398,-73.7789
JFR,61.9922,-49.6625
JGA,22.4655,70.0126
JGD,50.3714,124.118
JGN,39.8569,98.3414
JGO,69.2512,-53.5149
JGS,26.8569,114.737
JHB,1.64131,103.67
